secid,symbol,exchange,exchangecode,sourceexchange,securitytype
724420288,ALSI,EDM,1000117,EDMMIS,2400
724540723,ALSH,EDM,1000120,EDMMIS,2400
724540724,RESI,EDM,1000122,EDMMIS,2400
724540725,J211,EDM,1000123,EDMMIS,2400
724540726,FINI,EDM,1000124,EDMMIS,2400
724540727,FNDI,EDM,1000125,EDMMIS,2400
724540728,CTOP,EDM,1000144,EDMMIS,2400
724540729,DTOP,EDM,1000155,EDMMIS,2400
724540730,GERE,EDM,1000164,EDMMIS,2400
724540731,ETOP,EDM,1000306,EDMMIS,2400
724540732,DCAP,EDM,1000440,EDMMIS,2400
724540733,NABI,EDM,1000452,EDMMIS,2400
724540734,QANI,EDM,1000453,EDMMIS,2400
724540735,NESNI,EDM,1000455,EDMMIS,2400
724540736,ROGI,EDM,1000457,EDMMIS,2400
724540737,EI,EDM,1000458,EDMMIS,2400
724540738,PAH3I,EDM,1000459,EDMMIS,2400
724540739,HMSOI,EDM,1000461,EDMMIS,2400
724540740,HMSOQ,EDM,1000462,EDMMIS,2400
724540741,IWRDI,EDM,1000463,EDMMIS,2400
724540742,700I,EDM,1000464,EDMMIS,2400
724540743,7201I,EDM,1000465,EDMMIS,2400
724540744,7974I,EDM,1000466,EDMMIS,2400
724540745,HEDJI,EDM,1000468,EDMMIS,2400
724540746,OGZDI,EDM,1000469,EDMMIS,2400
724540747,MS,EDM,1000470,EDMMIS,2400
724540748,MXWD,EDM,1000472,EDMMIS,2400
724540749,MXWO,EDM,1000474,EDMMIS,2400
724540750,MXWOQ,EDM,1000475,EDMMIS,2400
724540751,SK3I,EDM,1000595,EDMMIS,2400
724540752,IVVI,EDM,1000596,EDMMIS,2400
724540753,IVVQ,EDM,1000597,EDMMIS,2400
724540754,MXZA,EDM,1001390,EDMMIS,2400
724540755,BSK001,EDM,1003113,EDMMIS,2400
724540756,BSK002,EDM,1003114,EDMMIS,2400
724540757,MC,EDM,1004248,EDMMIS,2400
724540758,AAPLI,EDM,1004882,EDMMIS,2400
724540759,BPPI,EDM,1004918,EDMMIS,2400
724540760,RIOI,EDM,1004919,EDMMIS,2400
724540761,TSCOI,EDM,1004920,EDMMIS,2400
724540762,VODI,EDM,1004921,EDMMIS,2400
724540763,BARCI,EDM,1004922,EDMMIS,2400
724540764,ISFI,EDM,1004923,EDMMIS,2400
724540765,IMBI,EDM,1004924,EDMMIS,2400
724540766,SHPI,EDM,1004925,EDMMIS,2400
724540767,DGEI,EDM,1004926,EDMMIS,2400
724540768,MRWI,EDM,1004927,EDMMIS,2400
724540769,BATSI,EDM,1004928,EDMMIS,2400
724540770,PRUI,EDM,1004929,EDMMIS,2400
724540771,ASCI,EDM,1004930,EDMMIS,2400
724540772,ABFI,EDM,1004931,EDMMIS,2400
724540773,RRHI,EDM,1004932,EDMMIS,2400
724540774,ITVI,EDM,1004933,EDMMIS,2400
724540775,BTAI,EDM,1004934,EDMMIS,2400
724540776,HLPI,EDM,1004935,EDMMIS,2400
724540777,STJI,EDM,1004936,EDMMIS,2400
724540778,SBRYI,EDM,1004937,EDMMIS,2400
724540779,WTBI,EDM,1004938,EDMMIS,2400
724540780,BACI,EDM,1004939,EDMMIS,2400
724540781,CITI,EDM,1004956,EDMMIS,2400
724540782,MOI,EDM,1004957,EDMMIS,2400
724540783,REAI,EDM,1004958,EDMMIS,2400
724540784,MSFTI,EDM,1004959,EDMMIS,2400
724540785,BRKI,EDM,1004960,EDMMIS,2400
724540786,QCOMI,EDM,1004961,EDMMIS,2400
724540787,GSOI,EDM,1004962,EDMMIS,2400
724540788,DBKI,EDM,1004963,EDMMIS,2400
724540789,MCDI,EDM,1004964,EDMMIS,2400
724540790,VISI,EDM,1004980,EDMMIS,2400
724540791,WFCI,EDM,1004981,EDMMIS,2400
724540792,AMZI,EDM,1004982,EDMMIS,2400
724540793,IBMI,EDM,1004983,EDMMIS,2400
724540794,BIDUI,EDM,1004984,EDMMIS,2400
724540795,METI,EDM,1004985,EDMMIS,2400
724540796,SBUXI,EDM,1004986,EDMMIS,2400
724540797,AUTOI,EDM,1005020,EDMMIS,2400
724540798,CCHI,EDM,1005021,EDMMIS,2400
724540799,AALI,EDM,1005022,EDMMIS,2400
724540800,OMLI,EDM,1005023,EDMMIS,2400
724540801,MASTI,EDM,1005024,EDMMIS,2400
724540802,FBOI,EDM,1005025,EDMMIS,2400
724540803,CHKI,EDM,1005026,EDMMIS,2400
724540804,HEIAI,EDM,1005027,EDMMIS,2400
724540805,LVSI,EDM,1005028,EDMMIS,2400
724540806,NFLXI,EDM,1005029,EDMMIS,2400
724540807,TSLAI,EDM,1005030,EDMMIS,2400
724540808,GMOI,EDM,1005076,EDMMIS,2400
724540809,HDBI,EDM,1005077,EDMMIS,2400
724540810,AIGI,EDM,1005078,EDMMIS,2400
724540811,RICI,EDM,1005079,EDMMIS,2400
724540812,TGTI,EDM,1005080,EDMMIS,2400
724540813,TJXI,EDM,1005081,EDMMIS,2400
724540814,MUCI,EDM,1005082,EDMMIS,2400
724540815,JPMI,EDM,1005083,EDMMIS,2400
724540816,GTRI,EDM,1005084,EDMMIS,2400
724540817,KORSI,EDM,1005085,EDMMIS,2400
724540818,KROI,EDM,1005086,EDMMIS,2400
724540819,RADI,EDM,1005087,EDMMIS,2400
724540820,EBAYI,EDM,1005088,EDMMIS,2400
724540821,MACYI,EDM,1005089,EDMMIS,2400
724540822,AZOI,EDM,1005090,EDMMIS,2400
724540823,EATI,EDM,1005091,EDMMIS,2400
724540824,DHOI,EDM,1005092,EDMMIS,2400
724540825,TAPI,EDM,1005093,EDMMIS,2400
724540826,VOWI,EDM,1005094,EDMMIS,2400
724540827,VOWGI,EDM,1005095,EDMMIS,2400
724540828,CBAI,EDM,1005096,EDMMIS,2400
724540829,PMMI,EDM,1005097,EDMMIS,2400
724540830,NKEI,EDM,1005098,EDMMIS,2400
724540831,ADSI,EDM,1005099,EDMMIS,2400
724540832,NTESI,EDM,1005100,EDMMIS,2400
724540833,DRII,EDM,1005101,EDMMIS,2400
724540834,BLMNI,EDM,1005102,EDMMIS,2400
724540835,TIFI,EDM,1005103,EDMMIS,2400
724540836,TWTRI,EDM,1005104,EDMMIS,2400
724540837,GILDI,EDM,1005105,EDMMIS,2400
724540838,GOOGI,EDM,1005106,EDMMIS,2400
724540839,PNRAI,EDM,1005107,EDMMIS,2400
724540840,UANI,EDM,1005108,EDMMIS,2400
724540841,PCLNI,EDM,1005109,EDMMIS,2400
724540842,ALKI,EDM,1005110,EDMMIS,2400
724540843,WBCI,EDM,1005111,EDMMIS,2400
724540844,KMII,EDM,1005112,EDMMIS,2400
724540845,YHOOI,EDM,1005113,EDMMIS,2400
724540846,PSMI,EDM,1005114,EDMMIS,2400
724540847,BABAI,EDM,1005115,EDMMIS,2400
724540848,OEFI,EDM,1005116,EDMMIS,2400
724540849,BXLI,EDM,1005117,EDMMIS,2400
724540850,DISI,EDM,1005118,EDMMIS,2400
724540851,LOWI,EDM,1005119,EDMMIS,2400
724540852,INDAI,EDM,1005120,EDMMIS,2400
724540853,USBI,EDM,1005227,EDMMIS,2400
724540854,DAII,EDM,1005228,EDMMIS,2400
724540855,JDOI,EDM,1005229,EDMMIS,2400
724540856,SPGI,EDM,1005230,EDMMIS,2400
724540857,FDXI,EDM,1005231,EDMMIS,2400
724540858,HRBI,EDM,1005232,EDMMIS,2400
724540859,TMOI,EDM,1005233,EDMMIS,2400
724540860,ZBHI,EDM,1005234,EDMMIS,2400
724540861,LEAI,EDM,1005235,EDMMIS,2400
724540862,SFMI,EDM,1005236,EDMMIS,2400
724540863,TLTI,EDM,1005237,EDMMIS,2400
724540864,APAI,EDM,1005238,EDMMIS,2400
724540865,DPWI,EDM,1005241,EDMMIS,2400
724540866,PYPLI,EDM,1005242,EDMMIS,2400
724540867,EALI,EDM,1005243,EDMMIS,2400
724540868,AMGI,EDM,1005244,EDMMIS,2400
724540869,LBRI,EDM,1005245,EDMMIS,2400
724540870,EPCI,EDM,1005246,EDMMIS,2400
724540871,BWLDI,EDM,1005247,EDMMIS,2400
724540872,WDCI,EDM,1005248,EDMMIS,2400
724540873,XLFI,EDM,1005249,EDMMIS,2400
724540874,IACI,EDM,1005250,EDMMIS,2400
724540875,SAMI,EDM,1005251,EDMMIS,2400
724540876,SNHI,EDM,1005252,EDMMIS,2400
724540877,CVSI,EDM,1005253,EDMMIS,2400
724540878,SHYI,EDM,1005254,EDMMIS,2400
724540879,TLSI,EDM,1005255,EDMMIS,2400
724540880,ANRJI,EDM,1005256,EDMMIS,2400
724540881,NVDAI,EDM,1005257,EDMMIS,2400
724540882,MTRI,EDM,1005258,EDMMIS,2400
724540883,JNJI,EDM,1005259,EDMMIS,2400
724540884,AGNI,EDM,1005260,EDMMIS,2400
724540885,FXII,EDM,1005261,EDMMIS,2400
724540886,DXJI,EDM,1005262,EDMMIS,2400
724540887,ATVII,EDM,1005263,EDMMIS,2400
724540888,IYCI,EDM,1005264,EDMMIS,2400
724540889,IYKI,EDM,1005265,EDMMIS,2400
724540890,IEFI,EDM,1005266,EDMMIS,2400
724540891,UACI,EDM,1005267,EDMMIS,2400
724540892,SPYI,EDM,1005268,EDMMIS,2400
724540893,BSK013,EDM,1005269,EDMMIS,2400
724540894,UVXYI,EDM,1005271,EDMMIS,2400
724540895,EEMI,EDM,1005273,EDMMIS,2400
724540896,DANOI,EDM,1005274,EDMMIS,2400
724540897,SQMI,EDM,1005283,EDMMIS,2400
724540898,XMEI,EDM,1005284,EDMMIS,2400
724540899,VIXYI,EDM,1005305,EDMMIS,2400
724540900,RDSAI,EDM,1005306,EDMMIS,2400
724540901,KGFI,EDM,1005307,EDMMIS,2400
724540902,IHGI,EDM,1005308,EDMMIS,2400
724540903,MGNTI,EDM,1005309,EDMMIS,2400
724540904,IAGI,EDM,1005310,EDMMIS,2400
724540905,SIGI,EDM,1005311,EDMMIS,2400
724540906,DCII,EDM,1005312,EDMMIS,2400
724540907,INTUI,EDM,1005313,EDMMIS,2400
724540908,RBNI,EDM,1005314,EDMMIS,2400
724540909,ADMI,EDM,1005315,EDMMIS,2400
724540910,JNUGI,EDM,1005316,EDMMIS,2400
724540911,LUXI,EDM,1005317,EDMMIS,2400
724540912,FCAI,EDM,1005318,EDMMIS,2400
724540913,SANI,EDM,1005319,EDMMIS,2400
724540914,RCSI,EDM,1005320,EDMMIS,2400
724540915,UCGI,EDM,1005321,EDMMIS,2400
724540916,RRSI,EDM,1005322,EDMMIS,2400
724540917,AMTI,EDM,1005323,EDMMIS,2400
724540918,XLVI,EDM,1005324,EDMMIS,2400
724540919,ACWII,EDM,1005325,EDMMIS,2400
724540920,SKXI,EDM,1005326,EDMMIS,2400
724540921,DIAI,EDM,1005327,EDMMIS,2400
724540922,FCXI,EDM,1005328,EDMMIS,2400
724540923,DLPHI,EDM,1005329,EDMMIS,2400
724540924,SYFI,EDM,1005330,EDMMIS,2400
724540925,SNAPI,EDM,1005331,EDMMIS,2400
724540926,DGCI,EDM,1008574,EDMMIS,2400
724540927,KKRI,EDM,1008581,EDMMIS,2400
724540928,MCKI,EDM,1008589,EDMMIS,2400
724540929,BSK024,EDM,1008595,EDMMIS,2400
724540930,XLEI,EDM,1008636,EDMMIS,2400
724540931,SMSNI,EDM,1008980,EDMMIS,2400
724540932,DAXEXI,EDM,1008999,EDMMIS,2400
724540933,EXX1I,EDM,1009005,EDMMIS,2400
724540934,QQQI,EDM,1009021,EDMMIS,2400
724540935,BSK025,EDM,1009022,EDMMIS,2400
724540936,BSK026,EDM,1009023,EDMMIS,2400
724540937,BSK027,EDM,1009024,EDMMIS,2400
724540938,MYLI,EDM,1009029,EDMMIS,2400
724540939,WIXI,EDM,1009040,EDMMIS,2400
724540940,AMDI,EDM,1009045,EDMMIS,2400
724540941,BLTI,EDM,1009050,EDMMIS,2400
724540942,EXW1I,EDM,1009062,EDMMIS,2400
724540943,GOOGLI,EDM,1009072,EDMMIS,2400
724540944,UHRI,EDM,1009073,EDMMIS,2400
724540945,SPYQ,EDM,1014317,EDMMIS,2400
724540946,BSK028,EDM,1014401,EDMMIS,2400
724540947,BSK029,EDM,1014445,EDMMIS,2400
724540948,BSK030,EDM,1014478,EDMMIS,2400
724540949,BSK032,EDM,1015014,EDMMIS,2400
724540950,BSK033,EDM,1015015,EDMMIS,2400
724540951,BSK034,EDM,1015019,EDMMIS,2400
724540952,IMPCR-MAR18,EDM,1009074,EDMF02,620
724540953,SNHS-DEC17,EDM,1002320,EDMF02,605
724540954,AGLCR-MAR18,EDM,1009075,EDMF02,620
724540955,SNHS-MAR18,EDM,1002321,EDMF02,605
724540956,GRTCR-MAR18,EDM,1009076,EDMF02,620
724540957,SNHS-SEP18,EDM,1002323,EDMF02,605
724540958,CFRCR-MAR18,EDM,1009077,EDMF02,620
724540960,SOLCR-MAR18,EDM,1009078,EDMF02,620
724540961,700G-JUN18,EDM,1002347,EDMF05,600
724540962,APNCR-MAR18,EDM,1009079,EDMF02,620
724540963,SK3G-DEC17,EDM,1002360,EDMF05,600
724540964,NPNCR-MAR18,EDM,1009080,EDMF02,620
724540965,SK3G-MAR18,EDM,1002361,EDMF05,600
724540966,MTNCR-MAR18,EDM,1009081,EDMF02,620
724540967,SK3G-SEP18,EDM,1002363,EDMF05,600
724540968,RESCR-MAR18,EDM,1009082,EDMF02,620
724540970,CCOCR-MAR18,EDM,1009083,EDMF02,620
724540971,7201G-JUN18,EDM,1002377,EDMF05,600
724540972,SBKCR-MAR18,EDM,1009084,EDMF02,620
724540973,NABG-DEC17,EDM,1002390,EDMF05,600
724540974,SNHCR-MAR18,EDM,1009085,EDMF02,620
724540975,NABG-MAR18,EDM,1002391,EDMF05,600
724540976,WHLCR-MAR18,EDM,1009086,EDMF02,620
724540977,NABG-SEP18,EDM,1002393,EDMF05,600
724540978,OMLCR-MAR18,EDM,1009087,EDMF02,620
724540980,SHPCR-MAR18,EDM,1009088,EDMF02,620
724540981,7974G-JUN18,EDM,1002407,EDMF05,600
724540982,BILCR-MAR18,EDM,1009089,EDMF02,620
724540983,QANG-DEC17,EDM,1002410,EDMF05,600
724540984,BTICR-MAR18,EDM,1009090,EDMF02,620
724540985,QANG-MAR18,EDM,1002411,EDMF05,600
724540986,CPICR-MAR18,EDM,1009091,EDMF02,620
724540987,QANG-SEP18,EDM,1002413,EDMF05,600
724540988,CLSCR-MAR18,EDM,1009092,EDMF02,620
724540990,SGLCR-MAR18,EDM,1009093,EDMF02,620
724540991,HEDJG-JUN18,EDM,1002427,EDMF05,600
724540992,FSRCR-MAR18,EDM,1009094,EDMF02,620
724540993,CPIN-DEC17,EDM,1002440,EDMF02,605
724540994,BVTCR-MAR18,EDM,1009095,EDMF02,620
724540995,CPIN-MAR18,EDM,1002441,EDMF02,605
724540996,BTICS-MAR18,EDM,1009096,EDMF02,620
724540997,CPIN-SEP18,EDM,1002443,EDMF02,605
724540998,SBKCS-MAR18,EDM,1009097,EDMF02,620
724541000,CLSCS-MAR18,EDM,1009098,EDMF02,620
724541001,SBKS-JUN18,EDM,1002457,EDMF02,605
724541002,SGLCS-MAR18,EDM,1009099,EDMF02,620
724541003,SBKQ-DEC17,EDM,1002480,EDMF02,605
724541004,IMPCS-MAR18,EDM,1009100,EDMF02,620
724541005,SBKQ-MAR18,EDM,1002481,EDMF02,605
724541006,AGLCS-MAR18,EDM,1009101,EDMF02,620
724541007,SBKQ-SEP18,EDM,1002483,EDMF02,605
724541008,NEDCS-MAR18,EDM,1009102,EDMF02,620
724541010,GRTCS-MAR18,EDM,1009103,EDMF02,620
724541011,SBKN-JUN18,EDM,1002507,EDMF02,605
724541012,CFRCS-MAR18,EDM,1009104,EDMF02,620
724541013,SNHQ-DEC17,EDM,1002520,EDMF02,605
724541014,CPICS-MAR18,EDM,1009105,EDMF02,620
724541015,SNHQ-MAR18,EDM,1002521,EDMF02,605
724541016,WHLCS-MAR18,EDM,1009106,EDMF02,620
724541017,SNHQ-SEP18,EDM,1002523,EDMF02,605
724541018,PAH3ID-MAR18,EDM,1009686,EDMF05,600
724541020,PAH3ID-JUN18,EDM,1009687,EDMF05,600
724541021,PAH3ID-SEP18,EDM,1009688,EDMF05,600
724541022,PAH3ID-DEC18,EDM,1009689,EDMF05,600
724541023,QANIG-MAR18,EDM,1009691,EDMF05,600
724541025,QANIG-JUN18,EDM,1009692,EDMF05,600
724541026,QANIG-SEP18,EDM,1009693,EDMF05,600
724541027,QANIG-DEC18,EDM,1009694,EDMF05,600
724541028,ROGID-MAR18,EDM,1009703,EDMF05,600
724541030,ROGID-JUN18,EDM,1009704,EDMF05,600
724541031,ROGID-SEP18,EDM,1009705,EDMF05,600
724541032,ROGID-DEC18,EDM,1009706,EDMF05,600
724541033,ROGIG-MAR18,EDM,1009708,EDMF05,600
724541035,ROGIG-JUN18,EDM,1009709,EDMF05,600
724541036,ROGIG-SEP18,EDM,1009710,EDMF05,600
724541037,ROGIG-DEC18,EDM,1009711,EDMF05,600
724541038,SK3IG-MAR18,EDM,1009712,EDMF05,600
724541040,SK3IG-JUN18,EDM,1009713,EDMF05,600
724541041,SK3IG-SEP18,EDM,1009714,EDMF05,600
724541042,SK3IG-DEC18,EDM,1009715,EDMF05,600
724541043,SK3ID-MAR18,EDM,1009719,EDMF05,600
724541045,SK3ID-JUN18,EDM,1009720,EDMF05,600
724541046,SK3ID-SEP18,EDM,1009721,EDMF05,600
724541047,SK3ID-DEC18,EDM,1009722,EDMF05,600
724541048,ALMI-MAR18,EDM,1009831,EDMF04,606
724541050,ALMI-JUN18,EDM,1009832,EDMF04,606
724541051,ALMI-SEP18,EDM,1009833,EDMF04,606
724541052,ALMI-DEC18,EDM,1009834,EDMF04,606
724541053,ALMI-MAR19,EDM,1009835,EDMF04,606
724541054,ALMI-JUN19,EDM,1009836,EDMF04,606
724541055,ALMI-SEP19,EDM,1009837,EDMF04,606
724541056,CTOP-MAR18,EDM,1009841,EDMF01,606
724541057,CTOP-JUN18,EDM,1009842,EDMF01,606
724541058,CTOP-SEP18,EDM,1009843,EDMF01,606
724541059,CTOP-DEC18,EDM,1009844,EDMF01,606
724541060,FINI-MAR18,EDM,1009848,EDMF01,606
724541061,FINI-JUN18,EDM,1009849,EDMF01,606
724541062,FINI-SEP18,EDM,1009850,EDMF01,606
724541063,FINI-DEC18,EDM,1009851,EDMF01,606
724541064,FNDI-MAR18,EDM,1009855,EDMF01,606
724541065,FNDI-JUN18,EDM,1009856,EDMF01,606
724541066,FNDI-SEP18,EDM,1009857,EDMF01,606
724541067,FNDI-DEC18,EDM,1009858,EDMF01,606
724541068,RESI-MAR18,EDM,1009862,EDMF01,606
724541069,RESI-JUN18,EDM,1009863,EDMF01,606
724541070,RESI-SEP18,EDM,1009864,EDMF01,606
724541071,RESI-DEC18,EDM,1009865,EDMF01,606
724541072,GERE-MAR18,EDM,1009869,EDMF01,606
724541073,GERE-JUN18,EDM,1009870,EDMF01,606
724541074,GERE-SEP18,EDM,1009871,EDMF01,606
724541075,GERE-DEC18,EDM,1009872,EDMF01,606
724541076,ETOP-MAR18,EDM,1009876,EDMF01,606
724541077,ETOP-JUN18,EDM,1009877,EDMF01,606
724541078,ETOP-SEP18,EDM,1009878,EDMF01,606
724541079,ETOP-DEC18,EDM,1009879,EDMF01,606
724541080,MXZA-MAR18,EDM,1009883,EDMF01,606
724541081,MXZA-JUN18,EDM,1009884,EDMF01,606
724541082,MXZA-SEP18,EDM,1009885,EDMF01,606
724541083,MXZA-DEC18,EDM,1009886,EDMF01,606
724541084,DCAP-MAR18,EDM,1009890,EDMF01,606
724541085,DCAP-JUN18,EDM,1009891,EDMF01,606
724541086,DCAP-SEP18,EDM,1009892,EDMF01,606
724541087,DCAP-DEC18,EDM,1009893,EDMF01,606
724541088,DCAP-MAR19,EDM,1009894,EDMF01,606
724541089,DCAP-JUN19,EDM,1009895,EDMF01,606
724541090,DCAP-SEP19,EDM,1009896,EDMF01,606
724541091,DTOR-MAR18,EDM,1009900,EDMF01,606
724541092,SGLN-SEP18,EDM,1002858,EDMF02,605
724541093,DTOR-JUN18,EDM,1009901,EDMF01,606
724541094,DTOR-SEP18,EDM,1009902,EDMF01,606
724541095,DTOR-DEC18,EDM,1009903,EDMF01,606
724541096,DTOR-MAR19,EDM,1009904,EDMF01,606
724541097,DTOR-JUN19,EDM,1009905,EDMF01,606
724541098,DTOR-SEP19,EDM,1009906,EDMF01,606
724541099,ALSH-MAR18,EDM,1009910,EDMF01,606
724541100,ALSH-JUN18,EDM,1009911,EDMF01,606
724541101,BILCS-MAR18,EDM,1009107,EDMF02,620
724541102,SHPQ-SEP18,EDM,1002898,EDMF02,605
724541103,SHPCS-MAR18,EDM,1009108,EDMF02,620
724541105,OMLCS-MAR18,EDM,1009109,EDMF02,620
724541106,SHPN-JUN18,EDM,1002922,EDMF02,605
724541107,SNHCS-MAR18,EDM,1009110,EDMF02,620
724541108,FSRS-DEC17,EDM,1002935,EDMF02,605
724541109,SOLCS-MAR18,EDM,1009111,EDMF02,620
724541110,FSRS-MAR18,EDM,1002936,EDMF02,605
724541111,BVTCS-MAR18,EDM,1009112,EDMF02,620
724541112,FSRS-SEP18,EDM,1002938,EDMF02,605
724541113,APNCS-MAR18,EDM,1009113,EDMF02,620
724541115,NPNCS-MAR18,EDM,1009114,EDMF02,620
724541116,BILS-JUN18,EDM,1002962,EDMF02,605
724541117,MTNCS-MAR18,EDM,1009115,EDMF02,620
724541118,BILQ-DEC17,EDM,1002985,EDMF02,605
724541119,CCOCS-MAR18,EDM,1009116,EDMF02,620
724541120,BILQ-MAR18,EDM,1002986,EDMF02,605
724541121,RESCS-MAR18,EDM,1009117,EDMF02,620
724541122,BILQ-SEP18,EDM,1002988,EDMF02,605
724541123,FSRCS-MAR18,EDM,1009128,EDMF02,620
724541125,ALSI-MAR18,EDM,1009130,EDMF03,606
724541126,ALSI-JUN18,EDM,1009131,EDMF03,606
724541127,ALSI-SEP18,EDM,1009132,EDMF03,606
724541128,ALSI-DEC18,EDM,1009133,EDMF03,606
724541129,ALSI-MAR19,EDM,1009134,EDMF03,606
724541130,ALSI-JUN19,EDM,1009135,EDMF03,606
724541131,ALSI-SEP19,EDM,1009136,EDMF03,606
724541132,DTOP-MAR18,EDM,1009141,JSEDTP,600
724541133,DTOP-JUN18,EDM,1009142,JSEDTP,600
724541134,DTOP-SEP18,EDM,1009143,JSEDTP,600
724541135,DTOP-DEC18,EDM,1009144,JSEDTP,600
724541136,DTOP-MAR19,EDM,1009145,JSEDTP,600
724541137,DTOP-JUN19,EDM,1009146,JSEDTP,600
724541138,DTOP-SEP19,EDM,1009147,JSEDTP,600
724541139,SGLS-MAR18,EDM,1009151,EDMF02,605
724541140,FSRN-MAR18,EDM,1003076,EDMF02,605
724541141,SGLS-JUN18,EDM,1009152,EDMF02,605
724541142,SGLS-SEP18,EDM,1009153,EDMF02,605
724541143,SGLS-DEC18,EDM,1009154,EDMF02,605
724541144,SGLQ-MAR18,EDM,1009158,EDMF02,605
724541145,BTICR-MAR18,EDM,1003090,EDMF02,620
724541146,SGLQ-JUN18,EDM,1009159,EDMF02,605
724541147,SGLQ-SEP18,EDM,1009160,EDMF02,605
724541148,SGLQ-DEC18,EDM,1009161,EDMF02,605
724541149,SGLN-MAR18,EDM,1009165,EDMF02,605
724541151,SGLN-JUN18,EDM,1009166,EDMF02,605
724541152,SGLN-SEP18,EDM,1009167,EDMF02,605
724541153,SGLN-DEC18,EDM,1009168,EDMF02,605
724541154,CLSS-MAR18,EDM,1009170,EDMF02,605
724541155,BILCR-MAR18,EDM,1003095,EDMF02,620
724541156,CLSS-JUN18,EDM,1009171,EDMF02,605
724541157,CLSS-SEP18,EDM,1009172,EDMF02,605
724541158,CLSS-DEC18,EDM,1009173,EDMF02,605
724541159,CLSQ-MAR18,EDM,1009177,EDMF02,605
724541161,CLSQ-JUN18,EDM,1009178,EDMF02,605
724541162,CLSQ-SEP18,EDM,1009179,EDMF02,605
724541163,CLSQ-DEC18,EDM,1009180,EDMF02,605
724541164,BTIS-MAR18,EDM,1009184,EDMF02,605
724541165,BTICS-MAR18,EDM,1003100,EDMF02,620
724541166,BTIS-JUN18,EDM,1009185,EDMF02,605
724541167,BTIS-SEP18,EDM,1009186,EDMF02,605
724541168,BTIS-DEC18,EDM,1009187,EDMF02,605
724541169,BTIQ-MAR18,EDM,1009191,EDMF02,605
724541171,BTIQ-JUN18,EDM,1009192,EDMF02,605
724541172,BTIQ-SEP18,EDM,1009193,EDMF02,605
724541173,BTIQ-DEC18,EDM,1009194,EDMF02,605
724541174,BTIN-MAR18,EDM,1009198,EDMF02,605
724541175,NEDCS-MAR18,EDM,1003105,EDMF02,620
724541176,BTIN-JUN18,EDM,1009199,EDMF02,605
724541177,BTIN-SEP18,EDM,1009200,EDMF02,605
724541178,BTIN-DEC18,EDM,1009201,EDMF02,605
724541179,MTNS-MAR18,EDM,1009203,EDMF02,605
724541181,MTNS-JUN18,EDM,1009204,EDMF02,605
724541182,MTNS-SEP18,EDM,1009205,EDMF02,605
724541183,MTNS-DEC18,EDM,1009206,EDMF02,605
724541184,MTNQ-MAR18,EDM,1009210,EDMF02,605
724541185,BILCS-MAR18,EDM,1003110,EDMF02,620
724541186,MTNQ-JUN18,EDM,1009211,EDMF02,605
724541187,MTNQ-SEP18,EDM,1009212,EDMF02,605
724541188,MTNQ-DEC18,EDM,1009213,EDMF02,605
724541189,MTNN-MAR18,EDM,1009217,EDMF02,605
724541191,MTNN-JUN18,EDM,1009218,EDMF02,605
724541192,MTNN-SEP18,EDM,1009219,EDMF02,605
724541193,MTNN-DEC18,EDM,1009220,EDMF02,605
724541194,RESS-MAR18,EDM,1009222,EDMF02,605
724541195,OMLCS-MAR18,EDM,1003140,EDMF02,620
724541196,RESS-JUN18,EDM,1009223,EDMF02,605
724541197,RESS-SEP18,EDM,1009224,EDMF02,605
724541198,RESS-DEC18,EDM,1009225,EDMF02,605
724541199,RESQ-MAR18,EDM,1009229,EDMF02,605
724541201,RESQ-JUN18,EDM,1009230,EDMF02,605
724541202,RESQ-SEP18,EDM,1009231,EDMF02,605
724541203,RESQ-DEC18,EDM,1009232,EDMF02,605
724541204,NPNS-MAR18,EDM,1009236,EDMF02,605
724541205,NPNCS-MAR18,EDM,1003145,EDMF02,620
724541206,NPNS-JUN18,EDM,1009237,EDMF02,605
724541207,NPNS-SEP18,EDM,1009238,EDMF02,605
724541208,NPNS-DEC18,EDM,1009239,EDMF02,605
724541209,NPNQ-MAR18,EDM,1009243,EDMF02,605
724541211,NPNQ-JUN18,EDM,1009244,EDMF02,605
724541212,NPNQ-SEP18,EDM,1009245,EDMF02,605
724541213,NPNQ-DEC18,EDM,1009246,EDMF02,605
724541214,NPNN-MAR18,EDM,1009250,EDMF02,605
724541215,HEDJD-DEC17,EDM,1003151,EDMF05,600
724541216,NPNN-JUN18,EDM,1009251,EDMF02,605
724541217,NPNN-SEP18,EDM,1009252,EDMF02,605
724541218,NPNN-DEC18,EDM,1009253,EDMF02,605
724541219,SNHS-MAR18,EDM,1009255,EDMF02,605
724541220,EID-DEC17,EDM,1003166,EDMF05,600
724541221,SNHS-JUN18,EDM,1009256,EDMF02,605
724541222,SNHS-SEP18,EDM,1009257,EDMF02,605
724541223,SNHS-DEC18,EDM,1009258,EDMF02,605
724541224,SNHQ-MAR18,EDM,1009262,EDMF02,605
724541225,IVVD-DEC17,EDM,1003181,EDMF05,600
724541226,SNHQ-JUN18,EDM,1009263,EDMF02,605
724541227,SNHQ-SEP18,EDM,1009264,EDMF02,605
724541228,SNHQ-DEC18,EDM,1009265,EDMF02,605
724541229,SNHN-MAR18,EDM,1009269,EDMF02,605
724541230,DTOP-DEC17,EDM,1003186,JSEDTOP,600
