secid,symbol,exchange,exchangecode,sourceexchange,securitytype
2133500152,HSP,JSE,15062,ZA02,100
2133506919,DBNPAL,JSE,72362,ZA04,186
2133004254,ISA,JSE,2583,ZA03,100
2133506339,SOLSTN,JSE,67572,ZA04,107
2133003674,ASR,JSE,141,ZA02,100
2133004620,AXL,JSE,1840,ZA02,100
2133004948,EFG,JSE,12980,ZA03,100
2133500701,PBG,JSE,30911,ZA03,100
927666898,BWL,NAM,2519,ZA12,100
2133504485,IBLVR1,JSE,46448,ZA06,400
2133003712,COM,JSE,2367,ZA03,100
2133505141,ZA092,JSE,50974,ZA04,107
2133505614,ASHT40,JSE,12540,ZA06,112
2133506560,MAP,JSE,68713,ZA03,100
2133504378,ZA071,JSE,44187,ZA04,107
2133505324,ZA093,JSE,52208,ZA04,186
2133506270,APNIHB,JSE,65594,ZA04,107
2133506743,GFISBR,JSE,71639,ZA04,108
2133506125,UPL,JSE,62693,ZA03,100
2133506598,GFISBH,JSE,70525,ZA04,107
2133500159,SBACOP,JSE,15199,ZA06,400
2133506926,SOLSBW,JSE,72643,ZA04,108
2133003788,SSK,JSE,10329,ZA03,100
2133004734,GRT,JSE,264,ZA01,100
2133004589,CLS,JSE,1923,ZA02,100
2133004772,WBO,JSE,1434,ZA02,100
2133003681,PGFP,JSE,6364,ZA02,200
2133004154,ADI,JSE,2475,ZA03,100
2133004627,STX40,JSE,3220,ZA06,112
2133004009,CMO,JSE,7360,ZA03,100
2133505110,NVS,JSE,50798,ZA03,100
2133506529,NPNSBC,JSE,69037,ZA04,107
2133004665,SBAPD1,JSE,14384,ZA06,400
2133505148,ESPIBS,JSE,51750,ZA04,107
2133505621,MED,JSE,7111,ZA03,100
2133506895,TOPSKZ,JSE,71871,ZA04,108
2133004230,TFGP,JSE,1055,ZA02,200
2133506605,ZA123,JSE,70397,ZA04,186
2133003467,TSX,JSE,15,ZA03,100
2133505514,ESPIB6,JSE,58543,ZA04,107
2133506933,BVTIHD,JSE,72657,ZA04,107
2133004741,SNH,JSE,2452,ZA01,100
2133506025,ECSP14,JSE,62086,ZA02,200
2133502569,DBGLB1,JSE,35428,ZA04,400
2133506353,REA,JSE,67933,ZA03,100
2133004161,GNDP,JSE,7440,ZA02,200
2133500387,NFEMOM,JSE,21126,ZA06,112
2133505262,GIVIND,JSE,13143,ZA06,112
2133504644,RFG,JSE,44683,ZA02,100
2133506536,BILSBP,JSE,69046,ZA04,108
2133500097,SBAEI,JSE,15021,ZA06,400
2133505445,ESPIB3,JSE,56846,ZA04,107
2133004672,BTI,JSE,12511,ZA01,100
2133504827,ZA088,JSE,48811,ZA04,107
2133004527,GFI,JSE,79,ZA01,100
2133506574,TRUSBB,JSE,70106,ZA04,107
2133004855,CAC,JSE,497,ZA03,100
2133506902,BILSBA,JSE,71914,ZA04,107
2133504392,ZA082,JSE,45698,ZA04,186
2133506284,TPF,JSE,64302,ZA03,100
2133004565,SBAG1,JSE,14381,ZA06,400
2133506612,STXEMG,JSE,70678,ZA06,112
2133503957,ETFPLD,JSE,38897,ZA06,112
2133004130,RSG,JSE,14300,ZA03,100
2133500356,IPFIVA,JSE,21577,ZA04,107
927667026,NGNGLD,NAM,46202,ZA12,100
2133506505,SNHSBH,JSE,68489,ZA04,107
2133003695,DTC,JSE,1762,ZA02,100
2133004168,RACP,JSE,14000,ZA02,200
2133003550,DTA,JSE,506,ZA03,100
2133506543,RBPCB,JSE,69083,ZA02,100
2133505452,ESPIBY,JSE,57018,ZA04,107
2133003733,INPP,JSE,8514,ZA02,200
2133004206,LNF,JSE,148,ZA03,100
2133504834,LBCP14,JSE,49017,ZA04,107
2133506253,SEA,JSE,64602,ZA03,100
2133003588,ADW,JSE,2611,ZA03,100
2133506581,APNSBI,JSE,70091,ZA04,107
2133505490,VIN,JSE,57691,ZA03,100
2133506909,DBNPAK,JSE,72154,ZA04,186
2133003771,CML,JSE,5098,ZA02,100
2133004244,AON,JSE,1867,ZA03,100
2133500470,ANA,JSE,2586,ZA03,100
2133506291,DCCUSD,JSE,66172,ZA06,112
2133003626,DSY,JSE,2820,ZA01,100
2133506619,SOLSBH,JSE,71130,ZA04,107
2133003809,CLI,JSE,11666,ZA03,100
2133003664,ADR,JSE,813,ZA03,100
2133004137,CND,JSE,2610,ZA03,100
2133004610,MRP,JSE,1181,ZA01,100
927667033,TRVP,NAM,57314,ZA11,100
2133506512,NPNSBY,JSE,68494,ZA04,107
2133004793,SNT,JSE,233,ZA02,100
2133004175,SVB,JSE,2638,ZA03,100
2133503384,DMCCB,JSE,37716,ZA03,100
2133004648,SPP,JSE,6199,ZA02,100
2133505276,TBG,JSE,15056,ZA03,100
2133504658,ECSP3,JSE,47130,ZA02,200
2133506550,GFISBG,JSE,69364,ZA04,107
2133505459,GRP,JSE,56806,ZA02,100
2133003740,HYP,JSE,266,ZA02,100
2133004213,NCS,JSE,349,ZA03,100
2133004686,HAR,JSE,67,ZA02,100
2133505314,ESPIBQ,JSE,54060,ZA04,107
2133506733,FTSIIB,JSE,71166,ZA04,107
2133503277,IMPCB,JSE,35333,ZA02,100
2133506588,KAL,JSE,69749,ZA03,100
2133506916,SHPIHI,JSE,72264,ZA04,107
2133004724,CCO,JSE,13966,ZA02,100
2133500477,NEWSLV,JSE,21338,ZA06,400
2133003633,ING,JSE,3554,ZA03,100
2133504261,EQU,JSE,42253,ZA02,100
2133500660,CVH,JSE,30449,ZA02,100
2133505390,ESPIBU,JSE,55575,ZA04,107
2133003671,OCE,JSE,585,ZA02,100
2133004945,MMP,JSE,14796,ZA03,100
2133506519,PEM,JSE,62983,ZA03,100
927666895,SNB,NAM,2512,ZA12,100
2133003564,PSG,JSE,568,ZA02,100
2133004037,SBKP,JSE,1014,ZA02,200
2133505611,ESPIB1,JSE,55185,ZA04,107
